,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
751,Klebsiella~phage~Sugarland,Caudovirales,Siphoviridae,Sugarlandvirus,263_1,Clustered,2,VC_263_1,2,0.0487,0.95555556,0.0466,1,1,1,1.0
752,Klebsiella~phage~Sushi,Caudovirales,Siphoviridae,Kp36virus,62_0,Clustered,32,VC_62_0,32,0.9802,1.0,0.9802,10,1,1,0.9435
753,Klebsiella~phage~phiKO2,Caudovirales,Siphoviridae,Unassigned,188_0,Clustered,2,VC_188_0,2,0.2167,0.8821533,0.1912,1,1,1,1.0
754,Klebsiella~phage~vB_Kp1,Caudovirales,Podoviridae,Kp32virus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
755,Klebsiella~phage~vB_KpnM_KpV477,Caudovirales,Myoviridae,Jiaodavirus,33_9,Clustered,2,VC_33_9,2,0.0109,0.90848864,0.0099,2,1,1,1.0
756,Klebsiella~phage~vB_KpnM_KpV52,Caudovirales,Myoviridae,Jedunavirus,63_0,Clustered,8,VC_63_0,8,0.8481,1.0,0.8481,3,1,1,0.7857
757,Klebsiella~phage~vB_KpnM_KpV79,Caudovirales,Myoviridae,Jedunavirus,63_0,Clustered,8,VC_63_0,8,0.8481,1.0,0.8481,3,1,1,0.7857
758,Klebsiella~phage~vB_KpnP_KpV289,Caudovirales,Podoviridae,Kp32virus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
759,Klebsiella~phage~vB_Kpn_IME260,Caudovirales,Siphoviridae,Sugarlandvirus,263_1,Clustered,2,VC_263_1,2,0.0487,0.95555556,0.0466,1,1,1,1.0
760,Klebsiella~virus~0507KN21,Caudovirales,Ackermannviridae,Unassigned,25_1,Clustered,21,VC_25_1,21,0.813,1.0,0.813,5,1,1,0.819
761,Kluyvera~phage~Kvp1,Caudovirales,Podoviridae,T7virus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
762,Lactobacillus~phage~A2,Caudovirales,Siphoviridae,Unassigned,248_0,Clustered,6,VC_248_0,6,0.3604,1.0,0.3604,1,1,1,1.0
763,Lactobacillus~phage~J-1,Caudovirales,Siphoviridae,Unassigned,248_0,Clustered,6,VC_248_0,6,0.3604,1.0,0.3604,1,1,1,1.0
764,Lactobacillus~phage~JCL1032,Caudovirales,Siphoviridae,Unassigned,115_0,Clustered,3,VC_115_0,3,0.2051,0.99645439,0.2043,1,1,1,1.0
765,Lactobacillus~phage~KC5a,Caudovirales,Myoviridae,Unassigned,175_0,Clustered,4,VC_175_0,4,0.7162,0.99992864,0.7162,1,1,1,1.0
766,Lactobacillus~phage~LBR48,Caudovirales,Myoviridae,Unassigned,246_0,Clustered,2,VC_246_0,2,0.4973,0.71428571,0.3552,1,2,1,1.0
767,Lactobacillus~phage~LF1,Caudovirales,Siphoviridae,Unassigned,299_0,Clustered,2,VC_299_0,2,0.1802,0.87444549,0.1575,1,1,1,1.0
768,Lactobacillus~phage~LL-H,Caudovirales,Siphoviridae,Unassigned,115_0,Clustered,3,VC_115_0,3,0.2051,0.99645439,0.2043,1,1,1,1.0
769,Lactobacillus~phage~Lc-Nu,Caudovirales,Siphoviridae,Unassigned,248_0,Clustered,6,VC_248_0,6,0.3604,1.0,0.3604,1,1,1,1.0
770,Lactobacillus~phage~Ld17,Caudovirales,Siphoviridae,C5virus,302_0,Clustered,6,VC_302_0,6,0.9935,0.99947507,0.993,1,1,1,1.0
771,Lactobacillus~phage~Ld25A,Caudovirales,Siphoviridae,C5virus,302_0,Clustered,6,VC_302_0,6,0.9935,0.99947507,0.993,1,1,1,1.0
772,Lactobacillus~phage~Ld3,Caudovirales,Siphoviridae,C5virus,302_0,Clustered,6,VC_302_0,6,0.9935,0.99947507,0.993,1,1,1,1.0
773,Lactobacillus~phage~Lrm1,Caudovirales,Siphoviridae,Unassigned,248_0,Clustered,6,VC_248_0,6,0.3604,1.0,0.3604,1,1,1,1.0
774,Lactobacillus~phage~PL-1,Caudovirales,Siphoviridae,Unassigned,248_0,Clustered,6,VC_248_0,6,0.3604,1.0,0.3604,1,1,1,1.0
775,Lactobacillus~phage~PLE2,Caudovirales,Siphoviridae,Unassigned,129_0,Clustered,2,VC_129_0,2,0.3804,0.88235294,0.3356,1,1,1,1.0
776,Lactobacillus~phage~iA2,Caudovirales,Siphoviridae,Unassigned,129_0,Clustered,2,VC_129_0,2,0.3804,0.88235294,0.3356,1,1,1,1.0
777,Lactobacillus~phage~phi~jlb1,Caudovirales,Myoviridae,Unassigned,175_0,Clustered,4,VC_175_0,4,0.7162,0.99992864,0.7162,1,1,1,1.0
778,Lactobacillus~phage~phiAQ113,Caudovirales,Myoviridae,Unassigned,175_0,Clustered,4,VC_175_0,4,0.7162,0.99992864,0.7162,1,1,1,1.0
779,Lactobacillus~phage~phiAT3,Caudovirales,Siphoviridae,Unassigned,248_0,Clustered,6,VC_248_0,6,0.3604,1.0,0.3604,1,1,1,1.0
780,Lactobacillus~phage~phiJB,Caudovirales,Siphoviridae,Unassigned,115_0,Clustered,3,VC_115_0,3,0.2051,0.99645439,0.2043,1,1,1,1.0
781,Lactobacillus~phage~phiLdb,Caudovirales,Siphoviridae,C5virus,302_0,Clustered,6,VC_302_0,6,0.9935,0.99947507,0.993,1,1,1,1.0
782,Lactobacillus~phage~phiPYB5,Caudovirales,Siphoviridae,Unassigned,299_0,Clustered,2,VC_299_0,2,0.1802,0.87444549,0.1575,1,1,1,1.0
783,Lactobacillus~prophage~Lj771,Caudovirales,Myoviridae,Unassigned,175_0,Clustered,4,VC_175_0,4,0.7162,0.99992864,0.7162,1,1,1,1.0
784,Lactobacillus~virus~ATCC8014,Caudovirales,Siphoviridae,Phijl1virus,258_0,Clustered,3,VC_258_0,3,0.871,0.99300699,0.8649,1,1,1,1.0
785,Lactobacillus~virus~LLKu,Caudovirales,Siphoviridae,C5virus,302_0,Clustered,6,VC_302_0,6,0.9935,0.99947507,0.993,1,1,1,1.0
786,Lactobacillus~virus~c5,Caudovirales,Siphoviridae,C5virus,302_0,Clustered,6,VC_302_0,6,0.9935,0.99947507,0.993,1,1,1,1.0
787,Lactobacillus~virus~phiJL1,Caudovirales,Siphoviridae,Phijl1virus,258_0,Clustered,3,VC_258_0,3,0.871,0.99300699,0.8649,1,1,1,1.0
788,Lactococcus~phage~1358,Caudovirales,Siphoviridae,Unassigned,143_0,Clustered,3,VC_143_0,3,0.4732,0.99037257,0.4687,1,1,1,1.0
789,Lactococcus~phage~340,Caudovirales,Siphoviridae,Skunavirus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
790,Lactococcus~phage~949,Caudovirales,Siphoviridae,Unassigned,155_0,Clustered,3,VC_155_0,3,0.6855,0.99384303,0.6812,1,1,1,1.0
791,Lactococcus~phage~BK5-T,Caudovirales,Siphoviridae,Unassigned,303_0,Clustered,6,VC_303_0,6,0.2082,0.99989754,0.2082,1,1,1,0.8
792,Lactococcus~phage~BM13,Caudovirales,Siphoviridae,Unassigned,303_0,Clustered,6,VC_303_0,6,0.2082,0.99989754,0.2082,1,1,1,0.8
793,Lactococcus~phage~D4410,Caudovirales,Siphoviridae,Ceduovirus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
794,Lactococcus~phage~D4412,Caudovirales,Siphoviridae,Ceduovirus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
795,Lactococcus~phage~GE1,Caudovirales,Siphoviridae,Unassigned,307_0,Clustered,2,VC_307_0,2,0.0229,0.46794983,0.0107,1,1,1,1.0
796,Lactococcus~phage~M5938,Caudovirales,Siphoviridae,Ceduovirus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
797,Lactococcus~phage~M6162,Caudovirales,Siphoviridae,Ceduovirus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
798,Lactococcus~phage~M6165,Caudovirales,Siphoviridae,Ceduovirus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
799,Lactococcus~phage~P078,Caudovirales,Siphoviridae,Unassigned,94_0,Clustered,4,VC_94_0,4,0.5583,0.99993351,0.5582,1,1,1,1.0
800,Lactococcus~phage~P092,Caudovirales,Siphoviridae,Unassigned,94_0,Clustered,4,VC_94_0,4,0.5583,0.99993351,0.5582,1,1,1,1.0
801,Lactococcus~phage~P118,Caudovirales,Siphoviridae,Unassigned,94_0,Clustered,4,VC_94_0,4,0.5583,0.99993351,0.5582,1,1,1,1.0
802,Lactococcus~phage~P162,Caudovirales,Siphoviridae,Unassigned,94_0,Clustered,4,VC_94_0,4,0.5583,0.99993351,0.5582,1,1,1,1.0
803,Lactococcus~phage~P335~sensu~lato,Caudovirales,Siphoviridae,Unassigned,303_0,Clustered,6,VC_303_0,6,0.2082,0.99989754,0.2082,1,1,1,0.8
804,Lactococcus~phage~P680,Caudovirales,Siphoviridae,Skunavirus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
805,Lactococcus~phage~Q54,Caudovirales,Siphoviridae,Unassigned,307_0,Clustered,2,VC_307_0,2,0.0229,0.46794983,0.0107,1,1,1,1.0
806,Lactococcus~phage~WRP3,Caudovirales,Siphoviridae,Unassigned,155_0,Clustered,3,VC_155_0,3,0.6855,0.99384303,0.6812,1,1,1,1.0
807,Lactococcus~phage~asccphi28,Caudovirales,Podoviridae,Unassigned,106_0,Clustered,2,VC_106_0,2,0.0563,0.43834228,0.0247,1,2,2,1.0
808,Lactococcus~phage~bIL285,Caudovirales,Siphoviridae,Unassigned,303_0,Clustered,6,VC_303_0,6,0.2082,0.99989754,0.2082,1,1,1,0.8
809,Lactococcus~phage~bIL286,Caudovirales,Siphoviridae,Unassigned,303_0,Clustered,6,VC_303_0,6,0.2082,0.99989754,0.2082,1,1,1,0.8
810,Lactococcus~phage~bIL309,Caudovirales,Siphoviridae,Unassigned,303_0,Clustered,6,VC_303_0,6,0.2082,0.99989754,0.2082,1,1,1,0.8
811,Lactococcus~phage~bIL310,Caudovirales,Siphoviridae,Unassigned,308_0,Clustered,2,VC_308_0,2,0.909,0.0,0.0,1,1,1,1.0
812,Lactococcus~phage~bIL312,Caudovirales,Siphoviridae,Unassigned,308_0,Clustered,2,VC_308_0,2,0.909,0.0,0.0,1,1,1,1.0
813,Lactococcus~phage~jm2,Caudovirales,Siphoviridae,Skunavirus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
814,Lactococcus~phage~jm3,Caudovirales,Siphoviridae,Skunavirus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
815,Lactococcus~phage~phi7,Caudovirales,Siphoviridae,Skunavirus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
816,Lactococcus~phage~phiL47,Caudovirales,Siphoviridae,Unassigned,155_0,Clustered,3,VC_155_0,3,0.6855,0.99384303,0.6812,1,1,1,1.0
817,Lactococcus~virus~712,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
818,Lactococcus~virus~ASCC191,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
819,Lactococcus~virus~Bibb29,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
820,Lactococcus~virus~CB13,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
821,Lactococcus~virus~CB14,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
822,Lactococcus~virus~CB19,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
823,Lactococcus~virus~CB20,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
824,Lactococcus~virus~P008,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
825,Lactococcus~virus~P2,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
826,Lactococcus~virus~Sl4,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
827,Lactococcus~virus~bIL170,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
828,Lactococcus~virus~bIL67,Caudovirales,Siphoviridae,C2virus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
829,Lactococcus~virus~c2,Caudovirales,Siphoviridae,C2virus,306_0,Clustered,7,VC_306_0,7,0.9611,0.99999863,0.9611,2,1,1,1.0
830,Lactococcus~virus~jj50,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
831,Lactococcus~virus~sk1,Caudovirales,Siphoviridae,Sk1virus,305_0,Clustered,18,VC_305_0,18,0.9653,1.0,0.9653,2,1,1,1.0
832,Lelliottia~phage~phD2B,Caudovirales,Podoviridae,Zindervirus,257_0,Clustered,15,VC_257_0,15,1.0,0.0,0.0,2,1,1,1.0
833,Lepus~americanus~faeces~associated~microvirus~SHP1~6472,Unassigned,Microviridae,Unassigned,74_0,Clustered,6,VC_74_0,6,0.54,0.99999996,0.54,1,2,1,1.0
834,Leuconostoc~phage~1-A4,Caudovirales,Siphoviridae,Una4virus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
835,Leuconostoc~phage~Lmd1,Caudovirales,Siphoviridae,Lmd1virus,309_0,Clustered,6,VC_309_0,6,0.5719,0.99999999,0.5719,1,1,1,1.0
836,Leuconostoc~phage~Ln-8,Caudovirales,Siphoviridae,Una4virus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
837,Leuconostoc~phage~Ln-9,Caudovirales,Siphoviridae,Una4virus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
838,Leuconostoc~phage~P793,Caudovirales,Siphoviridae,Lmd1virus,309_0,Clustered,6,VC_309_0,6,0.5719,0.99999999,0.5719,1,1,1,1.0
839,Leuconostoc~phage~phiLN03,Caudovirales,Siphoviridae,Lmd1virus,309_0,Clustered,6,VC_309_0,6,0.5719,0.99999999,0.5719,1,1,1,1.0
840,Leuconostoc~phage~phiLN04,Caudovirales,Siphoviridae,Lmd1virus,309_0,Clustered,6,VC_309_0,6,0.5719,0.99999999,0.5719,1,1,1,1.0
841,Leuconostoc~phage~phiLN12,Caudovirales,Siphoviridae,Lmd1virus,309_0,Clustered,6,VC_309_0,6,0.5719,0.99999999,0.5719,1,1,1,1.0
842,Leuconostoc~phage~phiLN25,Caudovirales,Siphoviridae,Una4virus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
843,Leuconostoc~phage~phiLN34,Caudovirales,Siphoviridae,Una4virus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
844,Leuconostoc~phage~phiLN6B,Caudovirales,Siphoviridae,Lmd1virus,309_0,Clustered,6,VC_309_0,6,0.5719,0.99999999,0.5719,1,1,1,1.0
845,Leuconostoc~phage~phiLNTR2,Caudovirales,Siphoviridae,Unaquatrovirus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
846,Leuconostoc~phage~phiLNTR3,Caudovirales,Siphoviridae,Una4virus,310_0,Clustered,7,VC_310_0,7,0.627,1.0,0.627,2,1,1,1.0
847,Liberibacter~phage~SC1,Caudovirales,Podoviridae,Unassigned,173_0,Clustered,2,VC_173_0,2,0.6981,0.81818182,0.5712,1,1,1,1.0
848,Liberibacter~phage~SC2,Caudovirales,Podoviridae,Unassigned,173_0,Clustered,2,VC_173_0,2,0.6981,0.81818182,0.5712,1,1,1,1.0
849,Listeria~phage~A006,Caudovirales,Siphoviridae,Unassigned,117_0,Clustered,6,VC_117_0,6,0.731,1.0,0.731,1,1,1,0.6667
850,Listeria~phage~A118,Caudovirales,Siphoviridae,Unassigned,117_0,Clustered,6,VC_117_0,6,0.731,1.0,0.731,1,1,1,0.6667
851,Listeria~phage~A500,Caudovirales,Siphoviridae,Unassigned,117_0,Clustered,6,VC_117_0,6,0.731,1.0,0.731,1,1,1,0.6667
852,Listeria~phage~B025,Caudovirales,Siphoviridae,Psavirus,156_0,Clustered,4,VC_156_0,4,0.5106,0.99995668,0.5106,1,1,1,1.0
853,Listeria~phage~B054,Caudovirales,Siphoviridae,Unassigned,246_0,Clustered,2,VC_246_0,2,0.4973,0.71428571,0.3552,1,2,1,1.0
854,Listeria~phage~LMSP-25,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
855,Listeria~phage~LMTA-148,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
856,Listeria~phage~LMTA-34,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
857,Listeria~phage~LP-026,Caudovirales,Siphoviridae,P70virus,140_0,Clustered,5,VC_140_0,5,0.886,0.99999872,0.886,1,1,1,1.0
858,Listeria~phage~LP-030-2,Caudovirales,Siphoviridae,Psavirus,156_0,Clustered,4,VC_156_0,4,0.5106,0.99995668,0.5106,1,1,1,1.0
859,Listeria~phage~LP-030-3,Caudovirales,Siphoviridae,Unassigned,117_0,Clustered,6,VC_117_0,6,0.731,1.0,0.731,1,1,1,0.6667
860,Listeria~phage~LP-037,Caudovirales,Siphoviridae,P70virus,140_0,Clustered,5,VC_140_0,5,0.886,0.99999872,0.886,1,1,1,1.0
861,Listeria~phage~LP-048,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
862,Listeria~phage~LP-064,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
863,Listeria~phage~LP-083-2,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
864,Listeria~phage~LP-101,Caudovirales,Siphoviridae,Psavirus,156_0,Clustered,4,VC_156_0,4,0.5106,0.99995668,0.5106,1,1,1,1.0
865,Listeria~phage~LP-110,Caudovirales,Siphoviridae,P70virus,140_0,Clustered,5,VC_140_0,5,0.886,0.99999872,0.886,1,1,1,1.0
866,Listeria~phage~LP-114,Caudovirales,Siphoviridae,P70virus,140_0,Clustered,5,VC_140_0,5,0.886,0.99999872,0.886,1,1,1,1.0
867,Listeria~phage~LP-125,Caudovirales,Myoviridae,P100virus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
868,Listeria~phage~List-36,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
869,Listeria~phage~P35,Caudovirales,Siphoviridae,Unassigned,143_0,Clustered,3,VC_143_0,3,0.4732,0.99037257,0.4687,1,1,1,1.0
870,Listeria~phage~P40,Caudovirales,Siphoviridae,Unassigned,143_0,Clustered,3,VC_143_0,3,0.4732,0.99037257,0.4687,1,1,1,1.0
871,Listeria~phage~P70,Caudovirales,Siphoviridae,P70virus,140_0,Clustered,5,VC_140_0,5,0.886,0.99999872,0.886,1,1,1,1.0
872,Listeria~phage~PSA,Caudovirales,Siphoviridae,Psavirus,156_0,Clustered,4,VC_156_0,4,0.5106,0.99995668,0.5106,1,1,1,1.0
873,Listeria~phage~vB_LmoM_AG20,Caudovirales,Herelleviridae,Pecentumvirus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
874,Listeria~phage~vB_LmoS_188,Caudovirales,Siphoviridae,Unassigned,117_0,Clustered,6,VC_117_0,6,0.731,1.0,0.731,1,1,1,0.6667
875,Listeria~phage~vB_LmoS_293,Caudovirales,Siphoviridae,Unassigned,117_0,Clustered,6,VC_117_0,6,0.731,1.0,0.731,1,1,1,0.6667
876,Listeria~virus~A511,Caudovirales,Myoviridae,P100virus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
877,Listeria~virus~P100,Caudovirales,Myoviridae,P100virus,122_0,Clustered,11,VC_122_0,11,0.5325,1.0,0.5325,2,2,1,1.0
878,Lynx~canadensis~associated~microvirus~CLP~9413,Unassigned,Microviridae,Unassigned,73_0,Clustered,6,VC_73_0,6,0.5742,0.99999109,0.5742,1,1,1,1.0
879,Mannheimia~phage~vB_MhM_587AP1,Caudovirales,Myoviridae,Peduovirus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
880,Mannheimia~phage~vB_MhS_1152AP2,Caudovirales,Siphoviridae,Unassigned,64_0,Clustered,3,VC_64_0,3,0.4867,0.99637721,0.4849,1,1,1,0.6667
881,Mannheimia~phage~vB_MhS_535AP2,Caudovirales,Siphoviridae,Unassigned,64_0,Clustered,3,VC_64_0,3,0.4867,0.99637721,0.4849,1,1,1,0.6667
882,Mannheimia~phage~vB_MhS_587AP2,Caudovirales,Siphoviridae,Unassigned,64_0,Clustered,3,VC_64_0,3,0.4867,0.99637721,0.4849,1,1,1,0.6667
883,Mannheimia~virus~PHL101,Caudovirales,Myoviridae,P2virus,68_0,Clustered,29,VC_68_0,29,0.839,1.0,0.839,2,1,1,1.0
884,Marine~gokushovirus,Unassigned,Microviridae,Unassigned,72_0,Clustered,12,VC_72_0,12,0.7849,1.0,0.7849,3,1,1,1.0
885,Marinomonas~phage~P12026,Caudovirales,Siphoviridae,Unassigned,183_0,Clustered,3,VC_183_0,3,0.5249,0.96036519,0.5041,1,1,1,1.0
886,Methanobacterium~phage~psiM2,Caudovirales,Siphoviridae,Unassigned,311_0,Clustered,2,VC_311_0,2,1.0,0.0,0.0,1,1,1,1.0
887,Methanothermobacter~phage~psiM100,Caudovirales,Siphoviridae,Unassigned,311_0,Clustered,2,VC_311_0,2,1.0,0.0,0.0,1,1,1,1.0
888,Microbacterium~phage~Eleri,Caudovirales,Siphoviridae,Elerivirus,313_0,Clustered,6,VC_313_0,6,1.0,0.0,0.0,4,1,1,1.0
889,Microbacterium~phage~Golden,Caudovirales,Siphoviridae,Kojivirus,313_0,Clustered,6,VC_313_0,6,1.0,0.0,0.0,4,1,1,1.0
890,Microbacterium~phage~Hamlet,Caudovirales,Siphoviridae,Ilzatvirus,313_0,Clustered,6,VC_313_0,6,1.0,0.0,0.0,4,1,1,1.0
891,Microbacterium~phage~Ilzat,Caudovirales,Siphoviridae,Ilzatvirus,313_0,Clustered,6,VC_313_0,6,1.0,0.0,0.0,4,1,1,1.0
892,Microbacterium~phage~Koji,Caudovirales,Siphoviridae,Kojivirus,313_0,Clustered,6,VC_313_0,6,1.0,0.0,0.0,4,1,1,1.0
893,Microbacterium~phage~Pikmin,Caudovirales,Siphoviridae,Pikminvirus,313_0,Clustered,6,VC_313_0,6,1.0,0.0,0.0,4,1,1,1.0
894,Microbacterium~phage~vB_MoxS-ISF9,Caudovirales,Siphoviridae,Unassigned,89_0,Clustered,3,VC_89_0,3,0.5817,0.9047619,0.5263,3,1,1,1.0
895,Microcystis~phage~MaMV-DC,Caudovirales,Myoviridae,Unassigned,314_0,Clustered,2,VC_314_0,2,1.0,0.0,0.0,1,1,1,1.0
896,Microcystis~virus~Ma-LMM01,Caudovirales,Myoviridae,Unassigned,314_0,Clustered,2,VC_314_0,2,1.0,0.0,0.0,1,1,1,1.0
897,Microviridae~Bog1249_12,Unassigned,Microviridae,Unassigned,74_0,Clustered,6,VC_74_0,6,0.54,0.99999996,0.54,1,2,1,1.0
898,Microviridae~Bog5275_51,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
899,Microviridae~Bog9017_22,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
900,Microviridae~Fen2266_11,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
901,Microviridae~Fen418_41,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
902,Microviridae~Fen4707_41,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
903,Microviridae~Fen685_11,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
904,Microviridae~Fen7786_21,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
905,Microviridae~Fen7895_21,Unassigned,Microviridae,Unassigned,75_0,Clustered,8,VC_75_0,8,0.8243,1.0,0.8243,1,1,1,1.0
906,Microviridae~Fen7918_21,Unassigned,Microviridae,Unassigned,74_0,Clustered,6,VC_74_0,6,0.54,0.99999996,0.54,1,2,1,1.0
907,Morganella~phage~MmP1,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
908,Morganella~phage~vB_MmoP_MP2,Caudovirales,Podoviridae,Teseptimavirus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
909,Mycobacterium~phage~20ES,Caudovirales,Siphoviridae,Fromanvirus,285_2,Clustered,31,VC_285_2,31,0.5541,1.0,0.5541,2,1,1,0.871
910,Mycobacterium~phage~40AC,Caudovirales,Siphoviridae,Fromanvirus,285_2,Clustered,31,VC_285_2,31,0.5541,1.0,0.5541,2,1,1,0.871
911,Mycobacterium~phage~Abrogate,Caudovirales,Siphoviridae,Fromanvirus,315_0,Clustered,49,VC_315_0,49,0.998,1.0,0.998,2,1,1,1.0
912,Mycobacterium~phage~Adzzy,Caudovirales,Siphoviridae,Fromanvirus,285_2,Clustered,31,VC_285_2,31,0.5541,1.0,0.5541,2,1,1,0.871
913,Mycobacterium~phage~Aeneas,Caudovirales,Siphoviridae,Fromanvirus,315_0,Clustered,49,VC_315_0,49,0.998,1.0,0.998,2,1,1,1.0
914,Mycobacterium~phage~Alice,Caudovirales,Myoviridae,Bxz1virus,316_0,Clustered,21,VC_316_0,21,0.9286,1.0,0.9286,2,1,1,1.0
915,Mycobacterium~phage~Alsfro,Caudovirales,Siphoviridae,Fromanvirus,315_0,Clustered,49,VC_315_0,49,0.998,1.0,0.998,2,1,1,1.0
916,Mycobacterium~phage~Alvin,Caudovirales,Siphoviridae,Fromanvirus,315_0,Clustered,49,VC_315_0,49,0.998,1.0,0.998,2,1,1,1.0
917,Mycobacterium~phage~Angel,Caudovirales,Siphoviridae,Liefievirus,289_0,Clustered,9,VC_289_0,9,0.5376,1.0,0.5376,1,1,1,1.0
